Order_ID,Customer_ID,Order_Timestamp,City,Payment_Mode,Product_Category,Product_Name,Price,Discount_Percentage,Final_Price,Quantity,Total_Spend,Customer_Age_Group,Delivery_Time_Minutes,Rider_Rating
ZP106278,6487,2024-01-05 08:38:00,Kolkata,Debit Card,Vegetables,Bread,190.86,15,162.23,4,648.92,18-25,44,4.0
ZP106279,9055,2024-01-05 08:39:00,Bangalore,Cash,Bakery,Chips,480.68,15,408.58,1,408.58,26-35,10,4.0
ZP106280,5215,2024-01-05 08:40:00,Mumbai,Cash,Beverages,Tomato,436.77,0,436.77,5,2183.85,36-50,24,4.3
ZP106281,8980,2024-01-05 08:41:00,Mumbai,Cash,Beverages,Apple,201.21,5,191.15,4,764.6,26-35,11,4.4
ZP106282,8086,2024-01-05 08:42:00,Bangalore,Credit Card,Fruits,Tomato,139.93,20,111.94,4,447.76,26-35,18,4.3
ZP106283,8211,2024-01-05 08:43:00,Bangalore,Credit Card,Dairy,Butter,322.86,5,306.72,3,920.16,26-35,22,4.4
ZP106284,9532,2024-01-05 08:44:00,Delhi,Cash,Snacks,Butter,238.55,20,190.84,4,763.36,18-25,31,3.7
ZP106285,6590,2024-01-05 08:45:00,Delhi,UPI,Bakery,Butter,102.56,10,92.3,1,92.3,18-25,19,4.9
ZP106286,1719,2024-01-05 08:46:00,Chennai,UPI,Fruits,Butter,313.43,0,313.43,5,1567.15,18-25,23,4.2
ZP106287,5255,2024-01-05 08:47:00,Chennai,Credit Card,Beverages,Apple,430.63,10,387.57,3,1162.71,36-50,23,4.0
ZP106288,5106,2024-01-05 08:48:00,Mumbai,Credit Card,Vegetables,Tomato,151.88,15,129.1,4,516.4,36-50,35,4.3
ZP106289,5416,2024-01-05 08:49:00,Kolkata,Credit Card,Snacks,Milk,79.39,5,75.42,2,150.84,51+,21,4.8
ZP106290,2315,2024-01-05 08:50:00,Kolkata,Cash,Bakery,Juice,256.95,15,218.41,2,436.82,36-50,26,4.3
ZP106291,8290,2024-01-05 08:51:00,Bangalore,Cash,Dairy,Apple,116.66,20,93.33,4,373.32,18-25,10,3.9
ZP106292,1296,2024-01-05 08:52:00,Kolkata,Credit Card,Vegetables,Milk,354.67,15,301.47,4,1205.88,36-50,20,4.9
ZP106293,5123,2024-01-05 08:53:00,Chennai,Credit Card,Fruits,Tomato,411.57,10,370.41,2,740.82,51+,18,3.9
ZP106294,8928,2024-01-05 08:54:00,Mumbai,UPI,Bakery,Bread,291.64,25,218.73,1,218.73,26-35,27,4.7
ZP106295,5816,2024-01-05 08:55:00,Kolkata,UPI,Beverages,Tomato,263.59,20,210.87,4,843.48,36-50,31,4.4
ZP106296,7541,2024-01-05 08:56:00,Bangalore,Debit Card,Snacks,Butter,33.26,0,33.26,1,33.26,36-50,13,3.7
ZP106297,3749,2024-01-05 08:57:00,Bangalore,UPI,Bakery,Milk,216.5,10,194.85,3,584.55,26-35,32,4.4
ZP106298,8118,2024-01-05 08:58:00,Chennai,Cash,Vegetables,Butter,134.59,0,134.59,3,403.77,36-50,19,3.8
ZP106299,2515,2024-01-05 08:59:00,Chennai,Debit Card,Vegetables,Chips,167.43,15,142.32,3,426.96,36-50,12,4.7
ZP106300,3050,2024-01-05 09:00:00,Bangalore,UPI,Bakery,Milk,102.46,10,92.21,4,368.84,26-35,37,3.5
ZP106301,6948,2024-01-05 09:01:00,Bangalore,Credit Card,Vegetables,Apple,295.84,20,236.67,4,946.68,36-50,14,5.0
ZP106302,5290,2024-01-05 09:02:00,Chennai,Debit Card,Snacks,Chips,177.37,10,159.63,3,478.89,18-25,35,4.0
ZP106303,5760,2024-01-05 09:03:00,Kolkata,Credit Card,Beverages,Juice,289.75,5,275.26,4,1101.04,18-25,10,4.2
ZP106304,2486,2024-01-05 09:04:00,Delhi,Debit Card,Beverages,Juice,456.32,20,365.06,2,730.12,36-50,23,4.0
ZP106305,3816,2024-01-05 09:05:00,Bangalore,Credit Card,Snacks,Tomato,20.51,20,16.41,3,49.23,36-50,22,3.6
ZP106306,2753,2024-01-05 09:06:00,Delhi,Cash,Fruits,Juice,130.16,10,117.14,3,351.42,51+,32,3.6
ZP106307,3506,2024-01-05 09:07:00,Mumbai,UPI,Snacks,Milk,110.85,0,110.85,2,221.7,26-35,32,4.5
ZP106308,8862,2024-01-05 09:08:00,Delhi,Credit Card,Vegetables,Tomato,194.87,10,175.38,2,350.76,51+,27,4.0
ZP106309,6577,2024-01-05 09:09:00,Chennai,UPI,Snacks,Butter,413.77,5,393.08,4,1572.32,36-50,17,3.5
ZP106310,6865,2024-01-05 09:10:00,Chennai,Cash,Beverages,Apple,368.21,20,294.57,2,589.14,51+,21,3.9
ZP106311,7188,2024-01-05 09:11:00,Delhi,Cash,Snacks,Chips,359.69,0,359.69,2,719.38,26-35,29,4.7
ZP106312,5431,2024-01-05 09:12:00,Mumbai,Cash,Beverages,Juice,450.64,10,405.58,1,405.58,36-50,10,4.8
ZP106313,1992,2024-01-05 09:13:00,Kolkata,Debit Card,Fruits,Chips,402.52,0,402.52,5,2012.6,18-25,34,4.5
ZP106314,8511,2024-01-05 09:14:00,Delhi,Credit Card,Beverages,Bread,95.98,25,71.98,2,143.96,51+,24,3.9
ZP106315,5450,2024-01-05 09:15:00,Bangalore,Credit Card,Bakery,Milk,174.83,20,139.86,4,559.44,51+,32,4.5
ZP106316,7783,2024-01-05 09:16:00,Kolkata,UPI,Fruits,Juice,79.18,25,59.39,2,118.78,26-35,26,4.2
ZP106317,8936,2024-01-05 09:17:00,Chennai,UPI,Snacks,Tomato,279.13,20,223.3,2,446.6,36-50,38,4.1
ZP106318,9306,2024-01-05 09:18:00,Chennai,Credit Card,Fruits,Butter,263.7,5,250.52,5,1252.6,18-25,42,3.8
ZP106319,3711,2024-01-05 09:19:00,Bangalore,Debit Card,Dairy,Juice,480.36,5,456.34,2,912.68,36-50,13,4.7
ZP106320,6338,2024-01-05 09:20:00,Bangalore,Credit Card,Snacks,Juice,338.03,20,270.42,5,1352.1,51+,44,4.3
ZP106321,9282,2024-01-05 09:21:00,Bangalore,Debit Card,Snacks,Milk,378.44,10,340.6,1,340.6,18-25,11,3.7
ZP106322,1744,2024-01-05 09:22:00,Chennai,Credit Card,Beverages,Milk,309.13,5,293.67,3,881.01,18-25,28,4.0
ZP106323,7766,2024-01-05 09:23:00,Chennai,Cash,Bakery,Tomato,293.8,15,249.73,3,749.19,36-50,36,4.9
ZP106324,3099,2024-01-05 09:24:00,Delhi,UPI,Fruits,Butter,495.46,25,371.6,5,1858.0,26-35,39,4.2
ZP106325,7867,2024-01-05 09:25:00,Delhi,UPI,Beverages,Apple,395.23,0,395.23,3,1185.69,18-25,18,3.7
ZP106326,6990,2024-01-05 09:26:00,Kolkata,Credit Card,Vegetables,Butter,390.97,10,351.87,2,703.74,36-50,32,4.7
ZP106327,3252,2024-01-05 09:27:00,Delhi,Debit Card,Dairy,Tomato,316.31,0,316.31,3,948.93,26-35,40,4.9
ZP106328,6724,2024-01-05 09:28:00,Delhi,Cash,Snacks,Milk,314.59,25,235.94,4,943.76,26-35,31,4.9
ZP106329,5397,2024-01-05 09:29:00,Delhi,UPI,Snacks,Butter,22.12,5,21.01,3,63.03,36-50,43,4.1
ZP106330,3640,2024-01-05 09:30:00,Kolkata,Cash,Snacks,Milk,225.43,25,169.07,3,507.21,26-35,25,3.6
ZP106331,5389,2024-01-05 09:31:00,Chennai,Cash,Snacks,Tomato,209.38,15,177.97,5,889.85,36-50,24,4.9
ZP106332,1332,2024-01-05 09:32:00,Delhi,UPI,Beverages,Tomato,392.67,5,373.04,2,746.08,26-35,41,4.2
ZP106333,9469,2024-01-05 09:33:00,Chennai,Cash,Fruits,Butter,380.54,20,304.43,1,304.43,36-50,13,5.0
ZP106334,2635,2024-01-05 09:34:00,Chennai,Debit Card,Beverages,Chips,212.42,20,169.94,3,509.82,51+,32,4.0
ZP106335,2306,2024-01-05 09:35:00,Mumbai,Credit Card,Dairy,Bread,435.25,10,391.72,3,1175.16,51+,14,4.0
ZP106336,7038,2024-01-05 09:36:00,Mumbai,Cash,Bakery,Butter,328.91,20,263.13,3,789.39,36-50,40,4.3
ZP106337,2362,2024-01-05 09:37:00,Chennai,Credit Card,Beverages,Juice,236.94,10,213.25,2,426.5,36-50,43,3.9
ZP106338,1793,2024-01-05 09:38:00,Kolkata,Cash,Vegetables,Butter,316.32,25,237.24,3,711.72,36-50,17,4.2
ZP106339,2429,2024-01-05 09:39:00,Mumbai,Cash,Vegetables,Chips,48.31,0,48.31,2,96.62,51+,24,4.7
ZP106340,6867,2024-01-05 09:40:00,Kolkata,Credit Card,Fruits,Butter,59.13,5,56.17,4,224.68,18-25,25,4.0
ZP106341,3555,2024-01-05 09:41:00,Delhi,UPI,Fruits,Tomato,266.85,20,213.48,2,426.96,26-35,44,4.4
ZP106342,9472,2024-01-05 09:42:00,Bangalore,Credit Card,Fruits,Tomato,446.5,25,334.88,5,1674.4,51+,40,4.6
ZP106343,6217,2024-01-05 09:43:00,Chennai,Cash,Fruits,Butter,252.3,0,252.3,2,504.6,36-50,42,3.8
ZP106344,9746,2024-01-05 09:44:00,Delhi,UPI,Dairy,Butter,383.74,15,326.18,2,652.36,26-35,22,4.9
ZP106345,8023,2024-01-05 09:45:00,Mumbai,Debit Card,Dairy,Milk,158.21,10,142.39,3,427.17,26-35,17,4.5
ZP106346,4623,2024-01-05 09:46:00,Bangalore,Cash,Snacks,Chips,477.78,15,406.11,4,1624.44,26-35,40,3.9
ZP106347,8578,2024-01-05 09:47:00,Delhi,UPI,Beverages,Butter,82.77,0,82.77,2,165.54,26-35,29,4.7
ZP106348,7951,2024-01-05 09:48:00,Kolkata,Cash,Snacks,Bread,200.18,15,170.15,5,850.75,26-35,33,4.6
ZP106349,2141,2024-01-05 09:49:00,Delhi,UPI,Fruits,Juice,464.52,20,371.62,2,743.24,36-50,40,4.5
ZP106350,2100,2024-01-05 09:50:00,Mumbai,Debit Card,Dairy,Chips,170.42,25,127.82,2,255.64,18-25,24,4.6
ZP106351,6615,2024-01-05 09:51:00,Chennai,UPI,Snacks,Chips,67.7,20,54.16,2,108.32,36-50,26,4.6
ZP106352,3768,2024-01-05 09:52:00,Chennai,UPI,Bakery,Juice,483.85,10,435.46,5,2177.3,51+,39,3.8
ZP106353,5178,2024-01-05 09:53:00,Delhi,UPI,Snacks,Tomato,494.12,25,370.59,2,741.18,51+,43,4.7
ZP106354,8892,2024-01-05 09:54:00,Kolkata,Debit Card,Dairy,Milk,440.23,5,418.22,2,836.44,51+,25,3.7
ZP106355,2882,2024-01-05 09:55:00,Delhi,UPI,Vegetables,Juice,126.83,0,126.83,2,253.66,36-50,12,3.6
ZP106356,6479,2024-01-05 09:56:00,Chennai,Cash,Snacks,Bread,301.79,20,241.43,2,482.86,36-50,21,4.2
ZP106357,2000,2024-01-05 09:57:00,Delhi,Debit Card,Vegetables,Butter,203.02,25,152.27,1,152.27,26-35,32,4.0
ZP106358,8860,2024-01-05 09:58:00,Bangalore,Credit Card,Dairy,Tomato,218.13,15,185.41,1,185.41,18-25,24,4.2
ZP106359,2193,2024-01-05 09:59:00,Bangalore,Cash,Snacks,Juice,252.5,0,252.5,1,252.5,26-35,27,4.5
ZP106360,9493,2024-01-05 10:00:00,Delhi,Credit Card,Beverages,Chips,176.69,10,159.02,4,636.08,51+,37,4.2
ZP106361,6945,2024-01-05 10:01:00,Delhi,Credit Card,Bakery,Tomato,495.67,15,421.32,1,421.32,51+,13,3.9
ZP106362,4651,2024-01-05 10:02:00,Kolkata,Cash,Fruits,Apple,423.72,15,360.16,2,720.32,36-50,18,4.5
ZP106363,2236,2024-01-05 10:03:00,Bangalore,Debit Card,Beverages,Bread,121.53,0,121.53,2,243.06,18-25,20,3.8
ZP106364,8905,2024-01-05 10:04:00,Bangalore,Debit Card,Fruits,Juice,470.51,10,423.46,4,1693.84,36-50,14,3.5
ZP106365,1922,2024-01-05 10:05:00,Kolkata,Cash,Vegetables,Bread,242.5,25,181.88,1,181.88,36-50,44,4.5
ZP106366,1882,2024-01-05 10:06:00,Kolkata,Cash,Bakery,Juice,447.13,15,380.06,2,760.12,51+,32,4.3
ZP106367,2749,2024-01-05 10:07:00,Kolkata,Cash,Bakery,Tomato,347.58,10,312.82,5,1564.1,51+,16,3.9
ZP106368,1977,2024-01-05 10:08:00,Delhi,Credit Card,Vegetables,Milk,305.68,5,290.4,3,871.2,36-50,37,4.0
ZP106369,6197,2024-01-05 10:09:00,Delhi,Debit Card,Dairy,Chips,226.47,15,192.5,5,962.5,36-50,16,3.9
ZP106370,2124,2024-01-05 10:10:00,Chennai,Cash,Dairy,Apple,206.5,0,206.5,3,619.5,26-35,32,3.8
ZP106371,3240,2024-01-05 10:11:00,Kolkata,Credit Card,Vegetables,Bread,262.92,10,236.63,1,236.63,36-50,44,3.7
ZP106372,5642,2024-01-05 10:12:00,Mumbai,Credit Card,Bakery,Apple,350.65,20,280.52,1,280.52,26-35,41,4.4
ZP106373,6463,2024-01-05 10:13:00,Kolkata,Cash,Fruits,Chips,240.01,10,216.01,1,216.01,26-35,28,4.3
ZP106374,6463,2024-01-05 10:14:00,Kolkata,Debit Card,Snacks,Juice,59.5,20,47.6,3,142.8,36-50,41,4.9
ZP106375,5538,2024-01-05 10:15:00,Mumbai,Cash,Bakery,Juice,119.15,0,119.15,3,357.45,26-35,31,3.6
ZP106376,7611,2024-01-05 10:16:00,Chennai,Debit Card,Bakery,Tomato,82.24,0,82.24,5,411.2,18-25,41,4.6
ZP106377,1135,2024-01-05 10:17:00,Bangalore,Debit Card,Dairy,Bread,138.72,25,104.04,3,312.12,26-35,11,4.7
ZP106378,9655,2024-01-05 10:18:00,Kolkata,Cash,Fruits,Chips,395.55,0,395.55,3,1186.65,26-35,22,4.1
ZP106379,8374,2024-01-05 10:19:00,Bangalore,Cash,Dairy,Tomato,66.75,10,60.08,2,120.16,36-50,29,4.2
ZP106380,4121,2024-01-05 10:20:00,Delhi,Debit Card,Dairy,Tomato,211.36,20,169.09,1,169.09,51+,14,4.7
ZP106381,8198,2024-01-05 10:21:00,Delhi,UPI,Vegetables,Chips,390.56,5,371.03,5,1855.15,26-35,39,5.0
ZP106382,4272,2024-01-05 10:22:00,Delhi,UPI,Dairy,Tomato,107.24,0,107.24,2,214.48,26-35,16,4.5
ZP106383,2679,2024-01-05 10:23:00,Kolkata,Credit Card,Fruits,Chips,379.81,15,322.84,4,1291.36,26-35,36,4.0
ZP106384,4909,2024-01-05 10:24:00,Bangalore,UPI,Snacks,Juice,60.17,15,51.14,2,102.28,51+,15,4.7
ZP106385,7594,2024-01-05 10:25:00,Bangalore,UPI,Snacks,Juice,461.67,5,438.59,2,877.18,36-50,31,4.2
ZP106386,5211,2024-01-05 10:26:00,Bangalore,Credit Card,Dairy,Juice,157.0,0,157.0,3,471.0,36-50,12,4.0
ZP106387,5347,2024-01-05 10:27:00,Chennai,Cash,Snacks,Tomato,415.92,20,332.74,3,998.22,18-25,35,4.6
ZP106388,6776,2024-01-05 10:28:00,Chennai,Credit Card,Bakery,Chips,203.46,0,203.46,3,610.38,36-50,15,4.0
ZP106389,9764,2024-01-05 10:29:00,Bangalore,Credit Card,Dairy,Milk,145.67,10,131.1,2,262.2,51+,28,4.5
ZP106390,1903,2024-01-05 10:30:00,Bangalore,Cash,Bakery,Apple,42.86,5,40.72,1,40.72,51+,28,4.3
ZP106391,6814,2024-01-05 10:31:00,Bangalore,Cash,Dairy,Juice,152.91,15,129.97,2,259.94,26-35,12,4.8
ZP106392,9198,2024-01-05 10:32:00,Bangalore,UPI,Fruits,Tomato,116.93,5,111.08,1,111.08,36-50,39,3.5
ZP106393,1198,2024-01-05 10:33:00,Chennai,Debit Card,Vegetables,Butter,26.79,15,22.77,4,91.08,26-35,16,3.8
ZP106394,8362,2024-01-05 10:34:00,Kolkata,Credit Card,Fruits,Milk,105.34,5,100.07,5,500.35,18-25,20,4.4
ZP106395,9427,2024-01-05 10:35:00,Chennai,Credit Card,Bakery,Bread,372.69,10,335.42,2,670.84,18-25,19,3.7
ZP106396,2053,2024-01-05 10:36:00,Kolkata,Cash,Dairy,Apple,357.51,10,321.76,2,643.52,51+,32,4.2
ZP106397,3813,2024-01-05 10:37:00,Mumbai,Credit Card,Beverages,Tomato,426.18,10,383.56,2,767.12,51+,38,4.9
ZP106398,4336,2024-01-05 10:38:00,Chennai,Cash,Snacks,Bread,310.36,0,310.36,4,1241.44,36-50,27,4.0
ZP106399,5171,2024-01-05 10:39:00,Mumbai,UPI,Beverages,Chips,360.23,5,342.22,1,342.22,26-35,13,4.0
ZP106400,1966,2024-01-05 10:40:00,Mumbai,Debit Card,Vegetables,Tomato,241.99,10,217.79,2,435.58,26-35,19,4.3
ZP106401,8758,2024-01-05 10:41:00,Kolkata,Credit Card,Vegetables,Chips,172.3,15,146.46,1,146.46,26-35,12,4.5
ZP106402,6733,2024-01-05 10:42:00,Kolkata,Debit Card,Beverages,Butter,117.16,10,105.44,5,527.2,36-50,22,4.0
ZP106403,9425,2024-01-05 10:43:00,Delhi,UPI,Beverages,Chips,480.36,15,408.31,3,1224.93,18-25,36,4.3
ZP106404,1432,2024-01-05 10:44:00,Chennai,Debit Card,Fruits,Chips,206.82,20,165.46,3,496.38,18-25,22,3.7
ZP106405,8569,2024-01-05 10:45:00,Chennai,Cash,Vegetables,Tomato,413.08,20,330.46,2,660.92,51+,15,4.1
ZP106406,6497,2024-01-05 10:46:00,Mumbai,Credit Card,Dairy,Butter,292.09,5,277.49,5,1387.45,18-25,34,4.2
ZP106407,2281,2024-01-05 10:47:00,Delhi,UPI,Beverages,Chips,324.54,5,308.31,1,308.31,36-50,26,3.9
ZP106408,5193,2024-01-05 10:48:00,Bangalore,Cash,Bakery,Milk,434.13,20,347.3,4,1389.2,26-35,32,4.4
ZP106409,7694,2024-01-05 10:49:00,Delhi,UPI,Bakery,Milk,154.28,5,146.57,5,732.85,18-25,38,4.6
ZP106410,4254,2024-01-05 10:50:00,Delhi,Debit Card,Vegetables,Chips,321.44,20,257.15,1,257.15,51+,21,4.8
ZP106411,6774,2024-01-05 10:51:00,Mumbai,Debit Card,Vegetables,Tomato,332.67,15,282.77,3,848.31,51+,20,4.4
ZP106412,6568,2024-01-05 10:52:00,Delhi,Debit Card,Fruits,Butter,322.83,10,290.55,3,871.65,51+,10,4.4
ZP106413,6271,2024-01-05 10:53:00,Chennai,UPI,Dairy,Milk,422.46,10,380.21,5,1901.05,51+,36,3.5
ZP106414,9982,2024-01-05 10:54:00,Chennai,Credit Card,Snacks,Apple,461.27,15,392.08,4,1568.32,51+,23,4.9
ZP106415,7650,2024-01-05 10:55:00,Chennai,Credit Card,Dairy,Chips,339.52,10,305.57,4,1222.28,36-50,16,4.8
ZP106416,1029,2024-01-05 10:56:00,Chennai,Cash,Fruits,Bread,352.5,25,264.38,5,1321.9,36-50,26,4.9
ZP106417,7945,2024-01-05 10:57:00,Chennai,Cash,Bakery,Apple,103.58,10,93.22,2,186.44,51+,21,4.8
ZP106418,5147,2024-01-05 10:58:00,Kolkata,Credit Card,Snacks,Tomato,314.21,0,314.21,3,942.63,18-25,43,3.9
ZP106419,2911,2024-01-05 10:59:00,Delhi,UPI,Bakery,Juice,38.76,20,31.01,3,93.03,26-35,19,4.3
ZP106420,8562,2024-01-05 11:00:00,Chennai,UPI,Snacks,Bread,93.35,25,70.01,4,280.04,18-25,37,4.4
ZP106421,1871,2024-01-05 11:01:00,Bangalore,Cash,Fruits,Butter,305.86,25,229.4,1,229.4,18-25,14,4.7
ZP106422,4202,2024-01-05 11:02:00,Kolkata,Debit Card,Dairy,Apple,463.01,20,370.41,5,1852.05,36-50,11,3.9
ZP106423,3424,2024-01-05 11:03:00,Delhi,Cash,Vegetables,Butter,123.37,15,104.86,3,314.58,18-25,36,4.9
ZP106424,1677,2024-01-05 11:04:00,Bangalore,Cash,Bakery,Butter,440.66,25,330.5,5,1652.5,36-50,27,4.3
ZP106425,9121,2024-01-05 11:05:00,Bangalore,UPI,Vegetables,Bread,481.92,10,433.73,2,867.46,18-25,21,3.9
ZP106426,8618,2024-01-05 11:06:00,Chennai,Debit Card,Snacks,Chips,328.08,0,328.08,3,984.24,51+,21,4.8
ZP106427,6486,2024-01-05 11:07:00,Kolkata,Credit Card,Dairy,Chips,164.35,10,147.92,4,591.68,18-25,33,4.6
ZP106428,5517,2024-01-05 11:08:00,Delhi,Debit Card,Vegetables,Butter,193.61,10,174.25,1,174.25,36-50,34,4.2
ZP106429,5213,2024-01-05 11:09:00,Bangalore,Credit Card,Fruits,Juice,389.31,25,291.98,4,1167.92,26-35,18,4.4
ZP106430,5600,2024-01-05 11:10:00,Kolkata,UPI,Bakery,Apple,81.87,5,77.78,2,155.56,51+,29,3.7
ZP106431,9574,2024-01-05 11:11:00,Mumbai,Debit Card,Bakery,Tomato,249.85,0,249.85,3,749.55,18-25,27,5.0
ZP106432,5584,2024-01-05 11:12:00,Delhi,Cash,Snacks,Apple,316.04,5,300.24,3,900.72,36-50,27,4.4
ZP106433,1788,2024-01-05 11:13:00,Kolkata,Credit Card,Beverages,Butter,170.63,15,145.04,3,435.12,26-35,27,4.1
ZP106434,5600,2024-01-05 11:14:00,Kolkata,UPI,Vegetables,Butter,174.91,5,166.16,4,664.64,36-50,19,4.7
ZP106435,5735,2024-01-05 11:15:00,Kolkata,UPI,Beverages,Juice,285.77,10,257.19,3,771.57,18-25,14,4.3
ZP106436,7219,2024-01-05 11:16:00,Chennai,Cash,Beverages,Bread,421.28,25,315.96,5,1579.8,26-35,36,3.5
ZP106437,4977,2024-01-05 11:17:00,Bangalore,Cash,Vegetables,Juice,153.61,25,115.21,5,576.05,26-35,14,3.7
ZP106438,8878,2024-01-05 11:18:00,Kolkata,Credit Card,Vegetables,Chips,330.62,20,264.5,1,264.5,36-50,34,3.7
ZP106439,8622,2024-01-05 11:19:00,Chennai,UPI,Bakery,Bread,354.22,20,283.38,5,1416.9,18-25,17,4.8
ZP106440,9221,2024-01-05 11:20:00,Kolkata,Credit Card,Dairy,Milk,88.37,20,70.7,3,212.1,36-50,13,4.0
ZP106441,9360,2024-01-05 11:21:00,Mumbai,Debit Card,Fruits,Milk,115.38,10,103.84,2,207.68,18-25,24,4.2
ZP106442,7545,2024-01-05 11:22:00,Kolkata,UPI,Fruits,Butter,361.61,20,289.29,3,867.87,18-25,15,3.7
ZP106443,7059,2024-01-05 11:23:00,Mumbai,Debit Card,Bakery,Butter,406.39,5,386.07,5,1930.35,51+,22,3.6
ZP106444,7551,2024-01-05 11:24:00,Mumbai,Debit Card,Bakery,Bread,366.13,25,274.6,2,549.2,26-35,23,4.5
ZP106445,8251,2024-01-05 11:25:00,Bangalore,Cash,Fruits,Apple,370.83,15,315.21,5,1576.05,51+,23,3.6
ZP106446,6390,2024-01-05 11:26:00,Delhi,Credit Card,Fruits,Juice,408.48,20,326.78,1,326.78,51+,29,5.0
ZP106447,7720,2024-01-05 11:27:00,Kolkata,UPI,Dairy,Apple,257.43,15,218.82,5,1094.1,26-35,17,3.9
ZP106448,8101,2024-01-05 11:28:00,Mumbai,Credit Card,Snacks,Juice,139.27,15,118.38,4,473.52,18-25,43,3.8
ZP106449,8083,2024-01-05 11:29:00,Chennai,Cash,Vegetables,Chips,150.93,25,113.2,5,566.0,36-50,14,3.7
ZP106450,4021,2024-01-05 11:30:00,Bangalore,Debit Card,Vegetables,Butter,87.16,5,82.8,1,82.8,18-25,13,4.5
ZP106451,2583,2024-01-05 11:31:00,Bangalore,Cash,Snacks,Bread,245.1,5,232.84,4,931.36,51+,10,4.2
ZP106452,8781,2024-01-05 11:32:00,Chennai,Debit Card,Vegetables,Butter,183.41,10,165.07,5,825.35,26-35,42,3.8
ZP106453,5086,2024-01-05 11:33:00,Mumbai,UPI,Bakery,Juice,258.64,0,258.64,1,258.64,51+,10,3.6
ZP106454,4040,2024-01-05 11:34:00,Chennai,Debit Card,Bakery,Apple,189.7,10,170.73,4,682.92,18-25,22,4.4
ZP106455,7088,2024-01-05 11:35:00,Delhi,Cash,Fruits,Apple,338.42,0,338.42,2,676.84,36-50,31,5.0
ZP106456,9313,2024-01-05 11:36:00,Chennai,Debit Card,Fruits,Juice,157.86,25,118.4,1,118.4,26-35,32,4.2
ZP106457,4098,2024-01-05 11:37:00,Kolkata,UPI,Dairy,Chips,423.05,20,338.44,3,1015.32,51+,35,4.2
ZP106458,5336,2024-01-05 11:38:00,Kolkata,UPI,Beverages,Chips,332.24,15,282.4,3,847.2,26-35,18,4.5
ZP106459,7505,2024-01-05 11:39:00,Chennai,UPI,Bakery,Apple,242.19,15,205.86,3,617.58,18-25,32,4.9
ZP106460,4131,2024-01-05 11:40:00,Bangalore,Credit Card,Snacks,Tomato,189.12,10,170.21,2,340.42,18-25,37,4.5
ZP106461,3226,2024-01-05 11:41:00,Bangalore,Debit Card,Beverages,Chips,363.12,5,344.96,1,344.96,18-25,27,4.3
ZP106462,4855,2024-01-05 11:42:00,Kolkata,UPI,Snacks,Tomato,270.63,25,202.97,4,811.88,36-50,40,3.8
ZP106463,3509,2024-01-05 11:43:00,Delhi,Credit Card,Dairy,Milk,55.72,20,44.58,5,222.9,36-50,28,4.2
ZP106464,3057,2024-01-05 11:44:00,Bangalore,Debit Card,Vegetables,Apple,390.3,15,331.76,1,331.76,51+,31,3.8
ZP106465,3242,2024-01-05 11:45:00,Kolkata,Debit Card,Snacks,Apple,50.23,20,40.18,1,40.18,26-35,21,4.1
ZP106466,2979,2024-01-05 11:46:00,Mumbai,Debit Card,Snacks,Juice,433.2,15,368.22,2,736.44,51+,24,3.8
ZP106467,3539,2024-01-05 11:47:00,Chennai,Debit Card,Fruits,Milk,28.31,5,26.89,2,53.78,26-35,17,4.1
ZP106468,8813,2024-01-05 11:48:00,Delhi,Credit Card,Bakery,Milk,52.33,20,41.86,3,125.58,18-25,22,4.0
ZP106469,8395,2024-01-05 11:49:00,Delhi,Credit Card,Snacks,Apple,289.44,5,274.97,4,1099.88,36-50,44,4.1
ZP106470,4272,2024-01-05 11:50:00,Delhi,UPI,Fruits,Butter,395.27,0,395.27,5,1976.35,51+,13,4.6
ZP106471,5175,2024-01-05 11:51:00,Delhi,Cash,Fruits,Butter,182.96,0,182.96,2,365.92,18-25,11,4.0
ZP106472,1578,2024-01-05 11:52:00,Mumbai,UPI,Dairy,Bread,74.52,0,74.52,3,223.56,26-35,30,4.1
ZP106473,5371,2024-01-05 11:53:00,Kolkata,Credit Card,Bakery,Apple,417.07,0,417.07,3,1251.21,51+,36,3.7
ZP106474,3893,2024-01-05 11:54:00,Chennai,Debit Card,Fruits,Juice,241.37,0,241.37,3,724.11,18-25,29,4.4
ZP106475,4166,2024-01-05 11:55:00,Kolkata,Debit Card,Vegetables,Tomato,161.76,10,145.58,2,291.16,36-50,29,4.3
ZP106476,3555,2024-01-05 11:56:00,Bangalore,Cash,Snacks,Juice,87.67,10,78.9,4,315.6,36-50,32,4.8
ZP106477,9388,2024-01-05 11:57:00,Chennai,Cash,Bakery,Butter,179.19,5,170.23,5,851.15,18-25,44,4.6
ZP106478,1809,2024-01-05 11:58:00,Delhi,Credit Card,Dairy,Butter,24.78,20,19.82,5,99.1,18-25,18,4.6
ZP106479,9193,2024-01-05 11:59:00,Chennai,UPI,Fruits,Bread,485.02,15,412.27,1,412.27,26-35,22,4.2
ZP106480,9447,2024-01-05 12:00:00,Mumbai,Debit Card,Fruits,Tomato,435.1,0,435.1,5,2175.5,51+,32,4.1
ZP106481,6897,2024-01-05 12:01:00,Kolkata,UPI,Dairy,Chips,60.42,5,57.4,4,229.6,18-25,15,4.1
